YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,F9,722,N943FR,DEN,DCA,0745,0740,-5,13,0753,187,178,159,1476,1232,6,1252,1238,-14,0,0,,,,,,
2015,1,1,4,MQ,2952,N698MQ,GRB,ORD,0745,0737,-8,12,0749,85,56,34,173,0823,10,0910,0833,-37,0,0,,,,,,
2015,1,1,4,MQ,3015,N825MQ,BTR,DFW,0745,,,,,90,,,383,,,0915,,,0,1,B,,,,,
2015,1,1,4,OO,5161,N122SY,DCA,ORD,0745,0743,-2,14,0757,134,140,121,612,0858,5,0859,0903,4,0,0,,,,,,
2015,1,1,4,OO,5237,N712SK,MKE,IAH,0745,0742,-3,15,0757,176,,,984,1456,9,1041,1505,,1,0,,,,,,
2015,1,1,4,OO,5489,N730SK,ASE,IAH,0745,0756,11,27,0823,151,159,127,913,1130,5,1116,1135,19,0,0,,8,0,11,0,0
2015,1,1,4,OO,6539,N701SK,COS,ORD,0745,0746,1,18,0804,150,141,111,911,1055,12,1115,1107,-8,0,0,,,,,,
2015,1,1,4,B6,644,N266JB,PBI,EWR,0746,0744,-2,12,0756,164,167,150,1023,1026,5,1030,1031,1,0,0,,,,,,
2015,1,1,4,EV,4258,N16571,CLT,IAH,0746,0748,2,20,0808,179,186,157,912,0945,9,0945,0954,9,0,0,,,,,,
2015,1,1,4,OO,7389,N561SW,RKS,SLC,0746,0736,-10,9,0745,65,64,48,162,0833,7,0851,0840,-11,0,0,,,,,,
2015,1,1,4,UA,1547,N36444,MCO,IAH,0747,0748,1,10,0758,155,149,133,854,0911,6,0922,0917,-5,0,0,,,,,,
2015,1,1,4,B6,1236,N346JB,SJU,STT,0748,0737,-11,10,0747,34,29,17,68,0804,2,0822,0806,-16,0,0,,,,,,
2015,1,1,4,OO,7428,N299SW,PIH,SLC,0748,0741,-7,18,0759,57,54,32,150,0831,4,0845,0835,-10,0,0,,,,,,
2015,1,1,4,OO,5235,N702SK,IAH,AUS,0748,0843,55,22,0905,56,58,31,140,0936,5,0844,0941,57,0,0,,2,0,55,0,0
2015,1,1,4,VX,474,N525VA,LAX,LAS,0750,0745,-5,8,0753,70,59,47,236,0840,4,0900,0844,-16,0,0,,,,,,
2015,1,1,4,WN,685,N435WN,BUF,PHX,0750,0809,19,10,0819,315,321,305,1912,1124,6,1105,1130,25,0,0,,6,0,0,0,19
2015,1,1,4,WN,573,N364SW,DAL,TUL,0750,0751,1,9,0800,60,48,35,237,0835,4,0850,0839,-11,0,0,,,,,,
2015,1,1,4,WN,621,N762SW,HOU,ATL,0750,0745,-5,9,0754,110,102,86,696,1020,7,1040,1027,-13,0,0,,,,,,
2015,1,1,4,WN,670,N284WN,MKE,PHX,0750,0751,1,8,0759,240,239,225,1460,1044,6,1050,1050,0,0,0,,,,,,
2015,1,1,4,WN,1036,N239WN,STL,MCO,0750,0745,-5,11,0756,145,134,115,882,1051,8,1115,1059,-16,0,0,,,,,,
2015,1,1,4,UA,1171,N76254,PHL,DEN,0750,0759,9,14,0813,274,264,233,1558,1006,17,1024,1023,-1,0,0,,,,,,
2015,1,1,4,UA,1732,N66831,MIA,IAH,0750,0752,2,13,0805,172,169,150,964,0935,6,0942,0941,-1,0,0,,,,,,
2015,1,1,4,UA,1736,N76269,CLE,TPA,0750,0752,2,10,0802,157,139,124,927,1006,5,1027,1011,-16,0,0,,,,,,
2015,1,1,4,UA,1763,N68823,RSW,ORD,0750,0747,-3,11,0758,187,176,161,1120,0939,4,0957,0943,-14,0,0,,,,,,
2015,1,1,4,AA,289,N3FAAA,BOS,ORD,0750,0743,-7,17,0800,180,183,158,867,0938,8,0950,0946,-4,0,0,,,,,,
2015,1,1,4,AA,1126,N555AA,SMF,DFW,0750,0805,15,25,0830,205,231,190,1431,1340,16,1315,1356,41,0,0,,26,0,15,0,0
2015,1,1,4,AA,1108,N3HKAA,DFW,LGA,0750,0740,-10,31,0811,190,190,157,1389,1148,2,1200,1150,-10,0,0,,,,,,
2015,1,1,4,AA,1476,N4XSAA,ICT,DFW,0750,,,,,85,,,328,,,0915,,,0,1,B,,,,,
2015,1,1,4,AA,1541,N5DMAA,BOS,MIA,0750,0744,-6,20,0804,216,233,181,1258,1105,32,1126,1137,11,0,0,,,,,,
2015,1,1,4,AA,1688,N3EUAA,DFW,DCA,0750,0757,7,13,0810,160,142,126,1192,1116,3,1130,1119,-11,0,0,,,,,,
2015,1,1,4,AS,30,N514AS,PDX,BOS,0750,0741,-9,12,0753,314,294,277,2537,1530,5,1604,1535,-29,0,0,,,,,,
2015,1,1,4,AS,482,N433AS,SEA,LAX,0750,0802,12,8,0810,166,143,126,954,1016,9,1036,1025,-11,0,0,,,,,,
2015,1,1,4,AS,520,N552AS,SEA,BUR,0750,0744,-6,23,0807,138,145,119,937,1006,3,1008,1009,1,0,0,,,,,,
2015,1,1,4,AS,743,N797AS,SLC,SFO,0750,0806,16,29,0835,125,113,77,599,0852,7,0855,0859,4,0,0,,,,,,
2015,1,1,4,DL,1593,N957DL,MEM,ATL,0750,0746,-4,10,0756,81,61,45,332,0941,6,1011,0947,-24,0,0,,,,,,
2015,1,1,4,EV,2514,N879AS,DFW,OKC,0750,,,,,55,,,175,,,0845,,,0,1,A,,,,,
2015,1,1,4,EV,4287,N16918,MOB,IAH,0750,0746,-4,11,0757,96,104,84,427,0921,9,0926,0930,4,0,0,,,,,,
2015,1,1,4,EV,5925,N14953,RIC,ORD,0750,0743,-7,19,0802,137,169,124,642,0906,26,0907,0932,25,0,0,,25,0,0,0,0
2015,1,1,4,HA,45,N592HA,SJC,OGG,0750,0749,-1,11,0800,325,328,313,2355,1113,4,1115,1117,2,0,0,,,,,,
2015,1,1,4,MQ,2803,N638MQ,CMH,ORD,0750,0745,-5,8,0753,100,67,53,296,0746,6,0830,0752,-38,0,0,,,,,,
2015,1,1,4,NK,135,N628NK,MSP,MCO,0750,0758,8,29,0827,200,197,160,1310,1207,8,1210,1215,5,0,0,,,,,,
2015,1,1,4,NK,718,N625NK,DFW,LGA,0750,0853,63,34,0927,190,194,152,1389,1259,8,1200,1307,67,0,0,,67,0,0,0,0
2015,1,1,4,OO,4854,N630SK,SUN,SLC,0750,0746,-4,36,0822,63,79,38,222,0900,5,0853,0905,12,0,0,,,,,,
2015,1,1,4,OO,4460,N781CA,LWS,SLC,0750,0742,-8,29,0811,97,113,71,461,1022,13,1027,1035,8,0,0,,,,,,
2015,1,1,4,OO,4527,N452SW,IDA,SLC,0750,0748,-2,31,0819,74,71,34,188,0853,6,0904,0859,-5,0,0,,,,,,
2015,1,1,4,OO,5614,N782SK,LAS,LAX,0750,0747,-3,19,0806,70,68,40,236,0846,9,0900,0855,-5,0,0,,,,,,
2015,1,1,4,OO,6613,N906SW,PSP,PHX,0750,0741,-9,14,0755,76,62,42,261,0937,6,1006,0943,-23,0,0,,,,,,
2015,1,1,4,UA,1592,N58101,EWR,MCO,0751,0835,44,14,0849,176,160,135,937,1104,11,1047,1115,28,0,0,,0,0,28,0,0
2015,1,1,4,EV,4424,N13161,EWR,RDU,0753,0752,-1,19,0811,102,94,69,416,0920,6,0935,0926,-9,0,0,,,,,,
2015,1,1,4,UA,1440,N47414,ORD,FLL,0754,0754,0,15,0809,194,173,147,1182,1136,11,1208,1147,-21,0,0,,,,,,
2015,1,1,4,UA,1729,N33262,EWR,SEA,0754,0807,13,12,0819,389,374,353,2402,1112,9,1123,1121,-2,0,0,,,,,,
2015,1,1,4,WN,689,N278WN,AUS,LAS,0755,0835,40,14,0849,185,166,148,1090,0917,4,0900,0921,21,0,0,,0,0,21,0,0
2015,1,1,4,WN,672,N772SW,BNA,STL,0755,0745,-10,20,0805,70,76,49,272,0854,7,0905,0901,-4,0,0,,,,,,
2015,1,1,4,WN,701,N419WN,BUR,LAS,0755,0853,58,9,0902,60,59,41,223,0943,9,0855,0952,57,0,0,,0,0,57,0,0
2015,1,1,4,WN,667,N493WN,BWI,MCO,0755,0754,-1,14,0808,145,136,115,787,1003,7,1020,1010,-10,0,0,,,,,,
2015,1,1,4,WN,448,N273WN,BWI,TPA,0755,0754,-1,10,0804,150,147,131,842,1015,6,1025,1021,-4,0,0,,,,,,
2015,1,1,4,WN,388,N936WN,FLL,HOU,0755,0752,-3,11,0803,170,162,146,957,0929,5,0945,0934,-11,0,0,,,,,,
2015,1,1,4,WN,3751,N7727A,GSP,HOU,0755,0753,-2,17,0810,160,164,143,845,0933,4,0935,0937,2,0,0,,,,,,
2015,1,1,4,WN,1989,N230WN,LAS,MKE,0755,0753,-2,10,0803,205,187,173,1524,1256,4,1320,1300,-20,0,0,,,,,,
2015,1,1,4,WN,386,N8637A,MCI,LAS,0755,0755,0,10,0805,190,176,161,1139,0846,5,0905,0851,-14,0,0,,,,,,
2015,1,1,4,WN,304,N292WN,PBI,BWI,0755,0754,-1,10,0804,145,140,127,883,1011,3,1020,1014,-6,0,0,,,,,,
2015,1,1,4,UA,1105,N12218,DEN,EWR,0755,0754,-1,12,0806,224,194,172,1605,1258,10,1339,1308,-31,0,0,,,,,,
2015,1,1,4,UA,1250,N66837,DEN,MCO,0755,0813,18,11,0824,205,195,177,1546,1321,7,1320,1328,8,0,0,,,,,,
2015,1,1,4,UA,1753,N76508,DEN,SFO,0755,0810,15,18,0828,170,146,121,967,0929,7,0945,0936,-9,0,0,,,,,,
2015,1,1,4,AA,23,N371AA,DFW,SFO,0755,0841,46,35,0916,230,233,190,1464,1026,8,0945,1034,49,0,0,,3,0,46,0,0
2015,1,1,4,AA,94,N3ANAA,SAN,JFK,0755,0810,15,13,0823,320,281,262,2446,1545,6,1615,1551,-24,0,0,,,,,,
2015,1,1,4,AA,1090,N3DXAA,DFW,SNA,0755,,,,,200,,,1205,,,0915,,,0,1,B,,,,,
2015,1,1,4,AA,1661,N439AA,DFW,MCO,0755,0754,-1,34,0828,150,155,118,985,1126,3,1125,1129,4,0,0,,,,,,
2015,1,1,4,AA,1642,N3CLAA,DFW,EWR,0755,0751,-4,34,0825,185,195,154,1372,1159,7,1200,1206,6,0,0,,,,,,
2015,1,1,4,B6,841,N612JB,JFK,SAV,0755,0753,-2,12,0805,139,124,109,718,0954,3,1014,0957,-17,0,0,,,,,,
2015,1,1,4,B6,1169,N179JB,RIC,MCO,0755,0742,-13,9,0751,127,114,100,667,0931,5,1002,0936,-26,0,0,,,,,,
2015,1,1,4,DL,1169,N378DA,MIA,LAX,0755,0753,-2,15,0808,360,359,324,2342,1032,20,1055,1052,-3,0,0,,,,,,
2015,1,1,4,DL,2088,N362NW,STL,SLC,0755,0753,-2,11,0804,200,188,167,1156,0951,10,1015,1001,-14,0,0,,,,,,
2015,1,1,4,DL,326,N3750D,SJU,JFK,0755,0752,-3,12,0804,239,245,225,1598,1049,8,1054,1057,3,0,0,,,,,,
2015,1,1,4,EV,4682,N12924,LIT,IAH,0755,0802,7,8,0810,95,96,77,374,0927,11,0930,0938,8,0,0,,,,,,
2015,1,1,4,MQ,3047,N691MQ,TYS,ORD,0755,1151,236,11,1202,115,103,79,475,1221,13,0850,1234,224,0,0,,0,0,224,0,0
2015,1,1,4,MQ,3375,N5PBMQ,DFW,XNA,0755,,,,,63,,,280,,,0858,,,0,1,B,,,,,
2015,1,1,4,OO,2606,N465SW,FAT,LAX,0755,0754,-1,16,0810,75,68,42,209,0852,10,0910,0902,-8,0,0,,,,,,
2015,1,1,4,EV,5787,N13538,TUL,IAH,0755,0748,-7,10,0758,100,98,81,429,0919,7,0935,0926,-9,0,0,,,,,,
2015,1,1,4,OO,5389,N560SW,SBP,LAX,0755,0753,-2,22,0815,71,99,43,156,0858,34,0906,0932,26,0,0,,26,0,0,0,0
2015,1,1,4,OO,5595,N752SK,ASE,DEN,0755,0807,12,28,0835,62,71,32,125,0907,11,0857,0918,21,0,0,,9,0,12,0,0
